,company name,position,worktime,City
2435,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
2436,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
2437,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
2438,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2439,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
2440,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
2441,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
2442,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
2443,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
2444,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
2445,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
2446,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
2447,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
2448,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
2449,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
2450,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
2451,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
2452,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
2453,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
2454,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
2455,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
2456,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
2457,Pratik Aday Servisi,Pazarlama Uzmanı,Tam zamanlı,İstanbul(Asya)
2458,ALVİS TURİZM SEYAHAT OTOM.SAN.VE TİC.LTD.ŞTİ,Web Tasarım ve Grafik Uzmanı,Tam zamanlı,Kayseri
2459,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
2460,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2461,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
2462,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
2463,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
2464,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
2465,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
2466,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
2467,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
2468,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
2469,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
2470,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2471,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2472,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
2473,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
2474,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2475,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
2476,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2477,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
2478,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
2479,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
2480,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
2481,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
2482,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
2483,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
2484,BİZİM TOPTAN SATIŞ MAĞAZALARI,B-Raise Campus- Management Trainee,Tam zamanlı,İstanbul (Tümü)
2485,Scoopas,Almanca Bilen Müşteri Temsilcisi - Deutsch,Tam zamanlı,İstanbul (Tümü)
2486,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
2487,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2488,YILPORT Holding A.Ş.,Internal Control Senior Specialist,Tam zamanlı,İstanbul(Avr.)
2489,Total giyim gıda tekstil san. tic. sti.,Merchandiser For Textile Agent,Tam zamanlı,İstanbul(Avr.)
2490,İBRAHİM ŞENAY ( HACI İLYAS LOKANTASI- HİLYAS ŞARKÜTERİ- TOPRAK METAL),İç Mimar,Tam zamanlı,Bursa
2491,Vogue Hotel Bodrum Supreme,Misafir İlişkileri Görevlisi,Tam zamanlı,Muğla
2492,Yakamoz Dış Ticaret,İstanbul Havalimanı Satış Danışmanı,Tam zamanlı,İstanbul (Tümü)
2493,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2494,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
2495,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
2496,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
2497,Tat Bakliyat  San.  ve Tic. Aş.,Teknik Müdür,Tam zamanlı,Mersin
2498,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
2499,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
2500,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
2501,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
2502,Save Enerji Yönetimi ve Danışmanlık Hizmetleri Sa,HVAC Building Automation Systems Site Engineer,Tam zamanlı,İstanbul (Tümü) +4 il daha
2503,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
2504,Safa Tarım A.Ş.,Bursa Bölge Satış Temsilcisi,Tam zamanlı,Bursa
2505,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
2506,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
2507,Ecrou Mağazacılık A.Ş,Mağaza Müdürü (İstanbul Canpark Avm),Tam zamanlı,İstanbul(Asya)
2508,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2509,IVF Prime A.Ş.,Üretim Asistanı,Tam zamanlı,Ankara
2510,ELLIVE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET AŞ,Tıbbi Mümessil,Tam zamanlı,İstanbul (Tümü)
2511,Pratik Aday Servisi,Muhasebe Şefi,Tam zamanlı,Isparta
2512,ALVİS TURİZM SEYAHAT OTOM.SAN.VE TİC.LTD.ŞTİ,Web Tasarım ve Grafik Uzmanı,Tam zamanlı,Kayseri
2513,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
2514,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
2515,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
2516,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
2517,Tek Çelik İç ve Dış Tic. İnş. San. A.ş,Makine Mühendisi,Tam zamanlı,İzmir
2518,The Gym A Plus,Resepsiyonist,Tam zamanlı,İstanbul(Avr.)
2519,Altınyıldız Classics-Beymen Business,Bilgi İşlem Uzman Yardımcısı,Tam zamanlı,İzmir
2520,BMC OTOMOTİV SANAYİ VE TİCARET A.Ş.,İdari İşler Uzmanı,Tam zamanlı,İzmir
2521,Gizli Firma,Puantör,Tam zamanlı,İstanbul (Tümü)
2522,Bakırlar Yapı Malzemeleri İnşaat ve Ticaret Ltd.,Danışma Görevlisi,Tam zamanlı,İstanbul(Asya)
2523,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2524,Mengerler Ticaret Türk A.Ş. izmir Şubesi Egemer,Servis Kabul Danışmanı,Tam zamanlı,İzmir
2525,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
2526,AERDIESEL OTOMOTİV YEDEK PARÇA SANAYİ VE TİCARET L,Arge Destek Mühendisi,Tam zamanlı,Konya
2527,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
2528,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
2529,Medident İstanbul,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,İstanbul (Tümü)
2530,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
2531,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
2532,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
2533,ebebek,Bebekolog/Satış Danışmanı - Anadolu Yakası,Tam zamanlı,İstanbul(Asya)
2534,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
2535,Gizli Firma,Makam Şoförü,Tam zamanlı,İstanbul(Avr.)
2536,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
2537,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2538,HTS TEKERLEK SİSTEMLERİ,İnsan Kaynakları ve İdari İşler Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2539,360 DENİZCİLİK DAN. HİZM. SAN. VE TİC. LTD. ŞTİ.,Yönetici Asistanı,Tam zamanlı,Muğla
2540,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
2541,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2542,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
2543,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
2544,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
2545,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
2546,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
2547,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
2548,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
2549,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
2550,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
2551,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2552,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
2553,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
2554,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
2555,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2556,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
2557,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2558,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
2559,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
2560,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
2561,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
2562,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
2563,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
2564,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
2565,Veritas Tekstil Konfeksiyon Pazarlama Sanayi Tica,İhracat Müşteri Temsilcisi,Tam zamanlı,Denizli
2566,360 DENİZCİLİK DAN. HİZM. SAN. VE TİC. LTD. ŞTİ.,Yönetici Asistanı,Tam zamanlı,Muğla
2567,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
2568,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2569,YILPORT Holding A.Ş.,Internal Control Senior Specialist,Tam zamanlı,İstanbul(Avr.)
2570,Total giyim gıda tekstil san. tic. sti.,Merchandiser For Textile Agent,Tam zamanlı,İstanbul(Avr.)
2571,İBRAHİM ŞENAY ( HACI İLYAS LOKANTASI- HİLYAS ŞARKÜTERİ- TOPRAK METAL),İç Mimar,Tam zamanlı,Bursa
2572,Vogue Hotel Bodrum Supreme,Misafir İlişkileri Görevlisi,Tam zamanlı,Muğla
2573,Yakamoz Dış Ticaret,İstanbul Havalimanı Satış Danışmanı,Tam zamanlı,İstanbul (Tümü)
2574,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2575,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
2576,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
2577,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
2578,Tat Bakliyat  San.  ve Tic. Aş.,Teknik Müdür,Tam zamanlı,Mersin
2579,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
2580,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
2581,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
2582,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
2583,Save Enerji Yönetimi ve Danışmanlık Hizmetleri Sa,HVAC Building Automation Systems Site Engineer,Tam zamanlı,İstanbul (Tümü) +4 il daha
2584,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
2585,Safa Tarım A.Ş.,Bursa Bölge Satış Temsilcisi,Tam zamanlı,Bursa
2586,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
2587,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
2588,Ecrou Mağazacılık A.Ş,Mağaza Müdürü (İstanbul Canpark Avm),Tam zamanlı,İstanbul(Asya)
2589,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2590,IVF Prime A.Ş.,Üretim Asistanı,Tam zamanlı,Ankara
2591,ELLIVE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET AŞ,Tıbbi Mümessil,Tam zamanlı,İstanbul (Tümü)
2592,Veritas Tekstil Konfeksiyon Pazarlama Sanayi Tica,İhracat Müşteri Temsilcisi,Tam zamanlı,Denizli
2593,Pratik Aday Servisi,Muhasebe Şefi,Tam zamanlı,Isparta
2594,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
2595,TÜVTÜRK,Araç Muayene Teknisyeni ( Trabzon Merkez),Tam zamanlı,Trabzon
2596,Sigortaladım.com,Sigorta Satış Danışmanı (Büyükçekmece),Tam zamanlı,İstanbul(Avr.)
2597,Sektöründe Lider Firma,Dijital Kanal Geliştirme Uzmanı,Tam zamanlı,"İstanbul(Asya),  Ankara"
2598,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
2599,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
2600,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
2601,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
2602,ATA MİMARLIK MÜHENDİSLİK SAN VE DIŞ TİC. LTD.ŞTİ,"Mimar , İç Mimar",Tam zamanlı,İstanbul(Asya)
2603,Şişecam,Geliştirme Uzmanı,Tam zamanlı,Mersin
2604,Özel İstanbul Koleji,Bilgi İşlem Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2605,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
2606,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
2607,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
2608,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
2609,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
2610,Kalkınma Yatırım Bankası,Bilgi Güvenliği Uzmanı- Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
2611,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
2612,Şişecam,Strateji İzleme&Performans Yönetimi Uzmanı,Tam zamanlı,İstanbul(Asya)
2613,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
2614,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
2615,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
2616,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
2617,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
2618,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
2619,Pratik Aday Servisi,Kilit Müşteri Yöneticisi,Tam zamanlı,İstanbul(Asya)
2620,Open English,Müşteri Temsilcisi,Tam zamanlı,İstanbul(Asya)
2621,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
2622,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
2623,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
2624,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
2625,Tek Çelik İç ve Dış Tic. İnş. San. A.ş,Makine Mühendisi,Tam zamanlı,İzmir
2626,The Gym A Plus,Resepsiyonist,Tam zamanlı,İstanbul(Avr.)
2627,Altınyıldız Classics-Beymen Business,Bilgi İşlem Uzman Yardımcısı,Tam zamanlı,İzmir
2628,BMC OTOMOTİV SANAYİ VE TİCARET A.Ş.,İdari İşler Uzmanı,Tam zamanlı,İzmir
2629,Gizli Firma,Puantör,Tam zamanlı,İstanbul (Tümü)
2630,Bakırlar Yapı Malzemeleri İnşaat ve Ticaret Ltd.,Danışma Görevlisi,Tam zamanlı,İstanbul(Asya)
2631,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
2632,Mengerler Ticaret Türk A.Ş. izmir Şubesi Egemer,Servis Kabul Danışmanı,Tam zamanlı,İzmir
2633,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
2634,AERDIESEL OTOMOTİV YEDEK PARÇA SANAYİ VE TİCARET L,Arge Destek Mühendisi,Tam zamanlı,Konya
2635,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
2636,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
2637,Medident İstanbul,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,İstanbul (Tümü)
2638,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
2639,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
2640,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
2641,ebebek,Bebekolog/Satış Danışmanı - Anadolu Yakası,Tam zamanlı,İstanbul(Asya)
2642,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
2643,Gizli Firma,Makam Şoförü,Tam zamanlı,İstanbul(Avr.)
2644,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
2645,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
2646,Pratik Aday Servisi,Kilit Müşteri Yöneticisi,Tam zamanlı,İstanbul(Asya)
2647,CALL LINE ANTALYA ÇAĞRI MERKEZİ TİCARET LİMİTED ŞİRKETİ,( Flemenkçe ) Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,Antalya
2648,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
2649,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
2650,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
2651,NETSPEED İNTERNET ANONİM ŞİRKETİ,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,Denizli
2652,Gizli Firma,Satış Uzmanı (Sakarya),Tam zamanlı,Sakarya
2653,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
2654,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
2655,Sigorta Bilgi ve Gözetim Merkezi,Siber Dayanıklılık Uzmanı / Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
2656,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
2657,Erdem Sağlık Grubu,Hemşire/Hemşire Yardımcısı,Tam zamanlı,İstanbul(Asya)
2658,GAPEL OTOMOTİV SAN.VE TİC.LTD.ŞTİ.,Müşteri İlişkileri Sorumlusu,Tam zamanlı,Şanlıurfa
2659,CMC REFRIGERATION İKLİMLENDİRME İMALAT İHRACAT İTHALAT SAN.TİC.LTD.ŞTİ.,İnsan Kaynakları Uzmanı,Tam zamanlı,Sivas
2660,Soho House Istanbul,Elektrik Teknisyeni,Tam zamanlı,İstanbul(Avr.)
2661,Nidaş Mad.Taş.Makina İth.İhr.Kimya San.Tic.A.Ş,Ön Muhasebe Personeli,Tam zamanlı,Niğde
2662,YAZAKİ OTOMOTİV YAN SANAYİ VE TİCARET A.Ş.,Endüstri Mühendisi,Tam zamanlı,Sakarya
2663,SANTA FARMA İLAÇ SAN.A.Ş.,AR-GE Farmasötik Teknoloji Geliştirme Yöneticisi,Tam zamanlı,Kocaeli
2664,Perfetti Van Melle,Quality Control Engineer,Tam zamanlı,İstanbul(Avr.)
2665,LEGRAND ELEKTRİK SANAYİ A.Ş.,Plastik Üretim Mühendisi,Tam zamanlı,Kocaeli
2666,ŞEKERBANK T. A.Ş.,Ticari-Kobi-İşletme Bankacılığı Satış Temsilcisi,Tam zamanlı,İstanbul (Tümü)
