,company name,position,worktime,City
1433,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1434,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
1435,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1436,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1437,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1438,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1439,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
1440,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
1441,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
1442,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
1443,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
1444,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
1445,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
1446,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
1447,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
1448,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
1449,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
1450,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
1451,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
1452,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
1453,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
1454,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
1455,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
1456,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
1457,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
1458,Kadriye Baştürk,Ön Muhasebe Görevlisi,Tam zamanlı,İstanbul(Asya)
1459,Pratik Aday Servisi,İnsan Kaynakları Uzmanı,Tam zamanlı,Antalya
1460,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1461,TÜVTÜRK,Araç Muayene Teknisyeni ( Trabzon Merkez),Tam zamanlı,Trabzon
1462,Sigortaladım.com,Sigorta Satış Danışmanı (Büyükçekmece),Tam zamanlı,İstanbul(Avr.)
1463,Sektöründe Lider Firma,Dijital Kanal Geliştirme Uzmanı,Tam zamanlı,"İstanbul(Asya),  Ankara"
1464,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
1465,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
1466,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
1467,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
1468,ATA MİMARLIK MÜHENDİSLİK SAN VE DIŞ TİC. LTD.ŞTİ,"Mimar , İç Mimar",Tam zamanlı,İstanbul(Asya)
1469,Şişecam,Geliştirme Uzmanı,Tam zamanlı,Mersin
1470,Özel İstanbul Koleji,Bilgi İşlem Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1471,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
1472,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
1473,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
1474,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
1475,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
1476,Kalkınma Yatırım Bankası,Bilgi Güvenliği Uzmanı- Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
1477,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
1478,Şişecam,Strateji İzleme&Performans Yönetimi Uzmanı,Tam zamanlı,İstanbul(Asya)
1479,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
1480,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
1481,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
1482,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
1483,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
1484,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
1485,Open English,Müşteri Temsilcisi,Tam zamanlı,İstanbul(Asya)
1486,TEMMUZ TEMİZLİK KOZMETİK GIDA KIRTASİYEİNŞ.SAN.VE TİC.A.Ş.,Online Depo Sorumlusu,Tam zamanlı,İstanbul (Tümü)
1487,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1488,TÜVTÜRK,Araç Muayene Teknisyeni ( Trabzon Merkez),Tam zamanlı,Trabzon
1489,Sigortaladım.com,Sigorta Satış Danışmanı (Büyükçekmece),Tam zamanlı,İstanbul(Avr.)
1490,Sektöründe Lider Firma,Dijital Kanal Geliştirme Uzmanı,Tam zamanlı,"İstanbul(Asya),  Ankara"
1491,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
1492,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
1493,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
1494,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
1495,ATA MİMARLIK MÜHENDİSLİK SAN VE DIŞ TİC. LTD.ŞTİ,"Mimar , İç Mimar",Tam zamanlı,İstanbul(Asya)
1496,Şişecam,Geliştirme Uzmanı,Tam zamanlı,Mersin
1497,Özel İstanbul Koleji,Bilgi İşlem Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1498,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
1499,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
1500,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
1501,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
1502,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
1503,Kalkınma Yatırım Bankası,Bilgi Güvenliği Uzmanı- Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
1504,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
1505,Şişecam,Strateji İzleme&Performans Yönetimi Uzmanı,Tam zamanlı,İstanbul(Asya)
1506,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
1507,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
1508,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
1509,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
1510,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
1511,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
1512,Veritas Tekstil Konfeksiyon Pazarlama Sanayi Tica,İhracat Müşteri Temsilcisi,Tam zamanlı,Denizli
1513,Simurgh Gayrimenkul,Arama Motoru Optimizasyonu (Seo) Uzmanı,Tam zamanlı,Antalya
1514,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1515,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1516,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
1517,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1518,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
1519,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1520,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1521,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
1522,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
1523,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
1524,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
1525,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1526,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1527,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
1528,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
1529,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1530,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
1531,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
1532,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
1533,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
1534,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
1535,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
1536,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
1537,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
1538,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
1539,Veritas Tekstil Konfeksiyon Pazarlama Sanayi Tica,İhracat Müşteri Temsilcisi,Tam zamanlı,Denizli
1540,ALVİS TURİZM SEYAHAT OTOM.SAN.VE TİC.LTD.ŞTİ,Web Tasarım ve Grafik Uzmanı,Tam zamanlı,Kayseri
1541,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1542,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
1543,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1544,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1545,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1546,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1547,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
1548,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
1549,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
1550,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
1551,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
1552,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
1553,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
1554,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
1555,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
1556,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
1557,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
1558,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
1559,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
1560,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
1561,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
1562,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
1563,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
1564,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
1565,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
1566,DETA-GEN GENETİK HASTALIKLAR TANI MERKEZİ,Mikrobiyoloji Uzmanı,Tam zamanlı,Kayseri
1567,Pratik Aday Servisi,Muhasebe Şefi,Tam zamanlı,Isparta
1568,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1569,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1570,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
1571,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1572,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
1573,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1574,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1575,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
1576,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
1577,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
1578,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
1579,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1580,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1581,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
1582,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
1583,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1584,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
1585,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
1586,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
1587,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
1588,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
1589,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
1590,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
1591,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
1592,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
1593,360 DENİZCİLİK DAN. HİZM. SAN. VE TİC. LTD. ŞTİ.,Yönetici Asistanı,Tam zamanlı,Muğla
1594,Ödeal Teknoloji A.Ş.,Saha Satış Uzmanı,Tam zamanlı,Bursa +3 il daha
1595,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1596,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1597,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
1598,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1599,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
1600,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1601,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1602,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
1603,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
1604,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
1605,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
1606,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1607,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1608,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
1609,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
1610,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1611,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
1612,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
1613,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
1614,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
1615,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
1616,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
1617,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
1618,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
1619,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
1620,BİZİM TOPTAN SATIŞ MAĞAZALARI,B-Raise Campus- Management Trainee,Tam zamanlı,İstanbul (Tümü)
1621,Scoopas,Almanca Bilen Müşteri Temsilcisi - Deutsch,Tam zamanlı,İstanbul (Tümü)
1622,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1623,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1624,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
1625,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1626,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
1627,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1628,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1629,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
1630,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
1631,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
1632,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
1633,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1634,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1635,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
1636,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
1637,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1638,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
1639,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
1640,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
1641,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
1642,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
1643,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
1644,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
1645,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
1646,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
1647,ALVİS TURİZM SEYAHAT OTOM.SAN.VE TİC.LTD.ŞTİ,Web Tasarım ve Grafik Uzmanı,Tam zamanlı,Kayseri
1648,Open English,Müşteri Temsilcisi,Tam zamanlı,İstanbul(Asya)
1649,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1650,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1651,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
1652,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1653,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
1654,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1655,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1656,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
1657,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
1658,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
1659,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
1660,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1661,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1662,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
1663,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
1664,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1665,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
1666,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
1667,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
1668,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
1669,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
1670,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
1671,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
